session_title,username,average_value,measurement_type,sensor_package_name,unit_name,latitude,longitude,measured_value,time,season,error
LV_M1_TESTTEST,SASA_AB5,0.391014,CO concentration,Terrier-0006667BB04D,parts per million,41.84676333,-87.707375,0.39,4/12/2017 11:27,,
LV_M1_TESTTEST,SASA_AB5,0.391014,CO concentration,Terrier-0006667BB04D,parts per million,41.84676333,-87.707375,0.39,4/12/2017 11:27,,
LV_M1_TESTTEST,SASA_AB5,0.391014,CO concentration,Terrier-0006667BB04D,parts per million,41.84676333,-87.707375,0.39,4/12/2017 11:27,,
LV_M1_TESTTEST,SASA_AB5,0.391014,CO concentration,Terrier-0006667BB04D,parts per million,41.84672667,-87.70726333,0.39,4/12/2017 11:28,,
LV5_0418PMtest,SASA_AB3,0.76,CO concentration,Terrier-0006667BB05C,parts per million,41.847755,-87.70660833,0.76,4/18/2017 11:58,Pilot,
LV5_0418PMtest,SASA_AB3,0.76,CO concentration,Terrier-0006667BB05C,parts per million,41.847755,-87.70660833,0.76,4/18/2017 11:59,Pilot,
LV5_0418PMtest,SASA_AB3,0.76,CO concentration,Terrier-0006667BB05C,parts per million,41.847755,-87.70660833,0.76,4/18/2017 11:59,Pilot,
LV5_0418PMtest,SASA_AB3,0.76,CO concentration,Terrier-0006667BB05C,parts per million,41.847755,-87.70660833,0.76,4/18/2017 11:59,Pilot,
LV3_0418PMtest,SASA_AB4,1.06,CO concentration,Terrier-0006667BB04D,parts per million,41.8467804,-87.7073704,1.06,4/18/2017 12:00,Pilot,
LVKW_0418PM,SASA_AB1,0.399714,CO concentration,Terrier-0006667BB030,parts per million,41.83730167,-87.704945,0.49,4/18/2017 12:34,Pilot,
LVKW_0418PM,SASA_AB3,0.449672,CO concentration,Terrier-0006667BB05C,parts per million,41.83722,-87.70522167,0.56,4/18/2017 12:34,Pilot,
LVKW_0418PM,SASA_AB1,0.399714,CO concentration,Terrier-0006667BB030,parts per million,41.83730167,-87.704945,0.47,4/18/2017 12:34,Pilot,
LVKN_0418PM,SASA_AB4,0.599762,CO concentration,Terrier-0006667BB04D,parts per million,41.83749333,-87.70497833,0.77,4/18/2017 12:34,Pilot,
LVKW_0418PM,SASA_AB3,0.449672,CO concentration,Terrier-0006667BB05C,parts per million,41.83722833,-87.70537833,0.63,4/18/2017 12:34,Pilot,
